X,Y,Z,Speed_kmh
1595.3717,-2137.5476,29.3957,92.4
1588.9883,-2132.6729,30.3569,91.4
1577.2820,-2123.2363,31.8855,89.6
1567.0767,-2111.8430,33.0460,89.4
1557.1581,-2100.1509,33.7699,89.9
1549.3179,-2086.7051,34.0110,92.1
1545.3951,-2079.5540,33.7748,94.0
1539.6157,-2064.1814,33.0036,98.4
1537.0730,-2055.7756,32.3854,101.3
1534.5519,-2047.1567,31.5785,104.5
1532.6978,-2038.3009,30.6402,107.1
1531.9822,-2029.1132,29.6157,110.6
1531.4613,-2019.3536,28.3826,111.9
1530.8984,-2009.6936,27.1238,110.1
1530.7155,-2000.4635,25.7905,112.9
1530.8805,-1991.1245,24.4523,111.4
1531.0465,-1981.5259,23.0999,109.8
1531.1510,-1972.0101,22.0077,109.9
1531.1830,-1962.3667,20.9008,111.4
1531.1063,-1953.1578,19.6695,109.7
1531.0206,-1943.7944,18.3991,111.0
1530.9373,-1934.4968,17.1961,109.1
1530.8541,-1925.1196,15.9976,107.3
1530.7728,-1916.0120,14.9602,105.2
1530.6958,-1907.4102,14.3248,91.7
1530.5533,-1893.8771,13.8185,74.7
1527.9922,-1881.6490,13.3799,68.3
1522.2098,-1873.0072,13.3699,58.3
1513.6742,-1870.6329,13.3693,50.6
1504.2998,-1871.6829,13.3744,58.3
1493.1161,-1871.5449,13.3757,67.4
1481.0143,-1871.4781,13.3752,73.9
1467.6019,-1871.3851,13.3750,78.8
1453.6691,-1871.2936,13.3750,83.4
1439.0079,-1871.1956,13.3750,87.9
1423.5482,-1871.0927,13.3752,92.3
1415.3427,-1871.0383,13.3761,94.1
1398.9584,-1870.9294,13.3748,97.1
1390.6354,-1870.8738,13.3748,98.5
1382.1234,-1870.7914,13.3748,99.9
1373.8046,-1869.8384,13.3736,100.5
1365.8181,-1867.3131,13.3715,101.1
1357.6442,-1863.7400,13.3742,102.4
1349.7445,-1860.2368,13.3746,103.7
1341.2156,-1856.8376,13.3745,104.8
1332.2043,-1854.8405,13.3727,105.7
1323.3773,-1853.6951,13.3742,106.9
1314.2048,-1853.2743,13.3744,108.0
1304.9094,-1853.1144,13.3746,109.3
1295.6477,-1852.9830,13.3748,110.5
1286.4657,-1852.8466,13.3748,111.6
1276.5167,-1852.6990,13.3748,112.8
1267.0432,-1852.5607,13.3755,113.9
1257.1088,-1852.4158,13.3749,115.0
1246.9600,-1852.2721,13.3748,116.1
1236.7421,-1852.2072,13.3748,117.2
1226.8700,-1852.1598,13.3748,118.2
1216.3966,-1852.1086,13.3748,119.3
1206.3394,-1852.0576,13.3748,120.3
1195.7588,-1852.0248,13.3834,121.2
1185.1144,-1852.0220,13.3914,122.2
1174.8779,-1852.0220,13.3905,122.7
1164.6715,-1852.0199,13.3895,120.9
1154.2949,-1852.0175,13.3790,116.0
1144.3074,-1852.0155,13.3727,111.2
1134.7017,-1852.0133,13.3724,106.5
1125.6023,-1852.0110,13.3724,101.9
1117.2531,-1852.0092,13.3724,97.6
1101.2814,-1851.7577,13.3723,88.7
1087.6075,-1846.5228,13.4106,81.1
1076.1820,-1838.3817,13.5588,84.1
1064.4092,-1829.8456,13.6364,88.1
1052.4225,-1819.7930,13.6091,91.1
1046.1217,-1814.7377,13.5759,93.1
1039.4325,-1810.0055,13.6519,94.6
1032.8180,-1805.4285,13.7049,95.9
1018.5663,-1797.8884,13.9191,97.5
1010.6379,-1794.6536,14.0026,98.4
1002.3809,-1791.9427,14.0502,99.8
994.1090,-1789.3896,14.0587,101.1
985.7988,-1787.0952,14.0722,102.4
977.4462,-1784.8263,14.0850,103.7
968.5725,-1782.5679,14.0990,104.7
959.9121,-1780.9757,14.1109,106.0
950.6896,-1779.3787,13.9952,107.5
941.2971,-1777.7373,13.7392,109.3
932.1865,-1776.1364,13.5034,111.0
922.6060,-1774.5115,13.3547,112.4
912.7089,-1773.6934,13.3736,113.4
902.9663,-1773.1521,13.3746,114.6
893.0483,-1772.5929,13.3748,115.7
882.8547,-1772.0245,13.3748,116.8
873.1110,-1771.5931,13.3747,117.8
862.6884,-1771.1560,13.3748,118.8
852.1865,-1770.7288,13.3752,119.9
841.6644,-1770.3235,13.3801,120.9
831.2397,-1769.9246,13.3851,121.8
820.7006,-1769.5217,13.3901,122.8
810.1211,-1769.1166,13.3899,120.1
800.3162,-1768.7306,13.4443,115.3
790.8766,-1768.2263,13.2632,111.0
781.0161,-1767.4941,13.0468,112.7
771.3366,-1766.7485,12.8578,114.2
761.5983,-1765.3136,12.8267,115.3
751.6346,-1763.4846,12.8152,116.4
742.2150,-1761.5472,13.3244,115.9
732.3965,-1759.2039,14.2387,115.0
723.0381,-1757.0320,14.5030,113.9
713.9876,-1754.7402,14.4611,109.7
704.9891,-1751.7922,13.9820,107.2
696.3449,-1748.6429,13.4109,104.0
688.2380,-1745.8739,13.2232,100.7
680.2191,-1743.2036,13.3456,101.9
672.0312,-1740.4742,13.4273,99.5
664.1433,-1737.8461,13.4976,94.9
649.4138,-1732.9481,13.6110,85.9
637.9887,-1725.2379,13.9237,76.9
630.0125,-1714.4773,14.1340,77.7
622.2731,-1703.7783,14.7803,80.3
614.1615,-1692.5403,15.8741,82.3
604.6259,-1681.3710,16.0855,83.1
594.2229,-1672.6161,16.1572,78.9
581.2593,-1669.6310,16.8763,77.9
567.8592,-1669.1309,17.9346,79.3
554.4412,-1668.5854,18.4525,75.2
543.8542,-1663.2266,18.5184,67.4
538.2224,-1653.2179,18.2910,68.7
534.3690,-1641.4302,17.5068,75.5
531.9020,-1628.1968,16.7648,81.9
528.9464,-1614.0430,16.2659,87.6
524.8749,-1599.0271,15.9874,92.7
522.1938,-1591.3195,16.0016,93.6
518.1458,-1584.1508,15.9886,94.4
508.8818,-1570.6267,16.1635,96.6
504.0359,-1563.6096,16.4444,97.2
500.0101,-1556.1417,17.0411,97.0
496.3964,-1548.4777,17.7848,96.6
492.9792,-1541.2244,18.5485,94.1
488.1471,-1527.0687,19.7396,82.2
485.3811,-1513.0435,20.3192,83.2
485.3570,-1498.2715,20.2768,85.4
488.8588,-1483.2981,19.6623,85.8
492.8243,-1468.9716,18.4937,84.2
498.9780,-1456.5406,16.9255,81.5
505.8503,-1444.5439,14.8127,77.8
516.5472,-1438.5715,15.2839,68.4
527.2427,-1436.4938,15.7169,55.8
534.9163,-1439.5508,15.6024,44.8
536.4695,-1449.6978,15.1945,49.0
536.1567,-1458.8401,14.9147,57.6
536.8359,-1469.4777,14.6862,66.9
537.5419,-1481.6511,14.4200,74.3
538.1285,-1495.2360,14.2950,79.5
538.2579,-1509.1897,14.3760,83.7
537.6508,-1523.8636,14.4758,87.9
537.0323,-1539.2125,14.9602,91.1
536.5455,-1555.0388,15.4622,89.4
536.3618,-1570.5702,15.9015,92.6
536.5413,-1578.7438,16.0081,94.0
536.8978,-1594.6848,15.9998,96.9
537.0792,-1602.9282,16.0093,98.3
537.2604,-1611.0569,16.1922,99.2
537.4520,-1619.8123,16.4654,100.0
537.6310,-1628.0076,16.7765,96.2
537.8112,-1636.1616,17.1796,90.6
540.1920,-1650.8234,18.1006,79.5
545.5786,-1662.2567,18.5311,68.9
554.8572,-1668.4918,18.4428,66.4
566.6221,-1671.0126,17.9610,73.8
579.6044,-1674.4144,16.9987,80.2
592.4310,-1680.2716,16.3061,86.9
605.2244,-1687.3539,16.0777,79.4
614.1024,-1697.4962,15.5283,81.2
622.0386,-1709.1686,14.5240,87.8
631.3399,-1721.6112,13.8880,91.5
642.8235,-1733.0486,13.5112,95.8
648.8181,-1739.0901,13.3597,97.6
655.5607,-1744.4683,13.5103,98.3
662.5751,-1748.8541,13.5174,99.4
670.0169,-1753.3812,13.4362,100.4
677.8861,-1757.4302,13.3389,101.2
686.2572,-1760.7190,13.2493,102.9
694.3534,-1763.6472,13.4513,103.3
703.0317,-1766.1960,13.9107,103.7
711.4534,-1768.6545,14.1583,104.3
720.1265,-1771.1360,14.1043,105.6
728.7948,-1773.5293,14.0104,107.0
737.8629,-1775.7999,13.3277,108.8
746.6107,-1777.8953,12.8086,110.9
756.1895,-1779.9689,12.8194,111.7
765.9701,-1780.9457,12.8490,112.8
775.8735,-1781.6902,12.9902,113.6
785.9041,-1782.4738,13.1191,114.5
796.0057,-1782.7637,13.2444,115.3
805.6976,-1782.8795,13.4095,116.0
815.8699,-1782.9922,13.6050,116.7
825.6547,-1783.2048,13.6880,117.4
836.0246,-1783.5865,13.7391,118.4
846.4374,-1783.9587,13.7616,119.4
856.4452,-1784.3069,13.7722,120.3
866.6449,-1784.9388,13.6897,121.4
877.2218,-1785.6621,13.6071,122.5
887.4125,-1786.3535,13.5281,122.7
898.1903,-1787.0734,13.4444,122.8
908.9001,-1787.7915,13.3704,121.1
919.2643,-1788.4999,13.3710,118.1
929.6673,-1789.7050,13.4344,115.4
938.9066,-1790.9307,13.7097,111.2
948.6094,-1792.2273,13.9771,111.8
957.7158,-1794.1793,14.1295,107.4
966.3484,-1797.1696,14.0941,105.9
974.5667,-1800.2212,14.0807,102.8
982.4378,-1803.0691,14.0662,98.5
990.4202,-1805.8584,14.0525,94.1
1005.2602,-1809.9812,14.0360,86.1
1019.3093,-1815.0189,13.9519,86.1
1032.6207,-1821.3334,13.6833,84.6
1045.1846,-1828.2158,13.5525,81.6
1057.8530,-1834.9846,13.5113,85.2
1071.4391,-1841.2390,13.5213,89.6
1086.6993,-1846.4563,13.5334,93.8
1094.3992,-1849.2538,13.4167,94.3
1109.8971,-1851.9598,13.3735,94.9
1118.2947,-1852.4963,13.3746,96.1
1126.8285,-1852.3666,13.3744,97.6
1135.3965,-1852.1295,13.3747,99.1
1143.8198,-1851.9312,13.3748,100.4
1152.2228,-1851.8280,13.3781,101.8
1161.2365,-1851.7268,13.3871,103.1
1170.3625,-1851.6168,13.3910,104.5
1179.0925,-1851.5103,13.3905,105.7
1188.4884,-1851.3975,13.3904,107.1
1197.9694,-1851.2838,13.3817,108.4
1207.5508,-1851.1687,13.3739,109.6
1217.2523,-1851.0519,13.3748,110.9
1227.0709,-1850.9340,13.3748,112.1
1236.9398,-1850.8354,13.3748,113.2
1246.4794,-1851.1477,13.3745,114.3
1256.5090,-1851.5858,13.3747,115.4
1266.6931,-1852.0272,13.3748,116.5
1276.4913,-1852.4417,13.3749,117.5
1286.5400,-1852.8680,13.3748,118.6
1296.7419,-1853.3038,13.3748,118.7
1306.6461,-1853.7266,13.3733,116.2
1316.7789,-1854.1599,13.3745,117.3
1327.0717,-1855.2729,13.3741,117.8
1336.8591,-1858.0903,13.3712,115.1
1345.6080,-1861.6898,13.3726,111.0
1354.5977,-1865.0645,13.3725,109.8
1364.0597,-1867.0120,13.3720,110.5
1373.8099,-1868.4257,13.3746,111.7
1383.0779,-1869.7974,13.3746,112.8
1392.9470,-1870.8445,13.3745,113.7
1402.4973,-1871.3313,13.3743,114.8
1412.2205,-1871.7788,13.3748,115.9
1422.3202,-1872.2708,13.3748,117.0
1432.1566,-1872.4022,13.3745,117.8
1442.4908,-1872.0168,13.3744,118.9
1452.2542,-1871.6095,13.3740,115.8
1462.2100,-1871.2451,13.3725,111.0
1471.4296,-1870.9390,13.3724,106.5
1480.0007,-1870.6997,13.3724,102.2
1488.3403,-1870.5121,13.3724,97.9
1496.6960,-1870.3286,13.3723,91.1
1510.8534,-1870.0636,13.3721,78.3
1522.8446,-1873.5042,13.3697,69.9
1529.5199,-1882.1589,13.3870,60.2
1531.0665,-1892.6559,13.7747,65.4
1530.7858,-1904.1940,14.2259,71.2
1530.0491,-1916.6947,15.0491,73.3
1529.7704,-1929.4843,16.5584,73.5
1529.7494,-1941.9708,18.1595,73.2
1529.7776,-1954.0944,19.7934,72.7
1529.8014,-1966.3394,21.3733,72.5
1529.8276,-1979.0652,22.8218,72.9
1529.8528,-1991.3641,24.4883,72.3
1529.8778,-2003.5837,26.2381,71.5
1530.5214,-2015.8584,27.9561,70.2
1532.1476,-2027.4354,29.3890,70.3
1533.7760,-2039.4650,30.7780,70.6
1536.2122,-2051.3809,32.0237,70.4
1540.3311,-2063.2415,32.9461,72.5
1544.7583,-2075.3289,33.6886,74.4
1550.4771,-2087.0701,34.0033,78.3
1557.9442,-2099.0818,33.7754,82.8
1566.2129,-2111.2603,33.1260,89.0
1571.1670,-2117.5286,32.5596,92.2
1576.5752,-2123.5764,31.9286,95.5
1582.4528,-2129.1511,31.0884,98.2
1589.2861,-2134.5273,30.2022,101.8
1596.1637,-2139.7788,29.1545,105.5
1604.0876,-2144.7603,27.9961,109.0
1612.0884,-2149.2390,26.7967,112.7
1620.4659,-2153.7214,25.5146,116.3
1630.0002,-2157.5310,24.1314,120.0
1639.4834,-2160.8447,22.7710,123.0
1649.4006,-2163.3345,21.4374,123.9
1660.1700,-2164.6255,20.0686,125.2
1671.1163,-2165.6907,18.7818,126.2
1681.4879,-2166.7183,17.6172,127.1
1692.7391,-2167.1824,16.4735,127.7
1703.8831,-2167.3875,15.3856,128.2
1714.6387,-2167.3474,14.6126,128.1
1725.7737,-2167.0681,13.9019,127.8
1736.4084,-2166.7957,13.5788,126.9
1747.5153,-2166.5420,13.3432,125.7
1758.3806,-2166.2986,13.3727,124.1
1769.1895,-2166.0544,13.3738,122.7
1779.5203,-2165.8975,13.3742,122.8
1790.3046,-2166.2102,13.3742,122.7
1800.6438,-2166.5913,13.3744,122.7
1811.2072,-2166.8284,13.3744,122.7
1822.1115,-2166.9956,13.3744,122.7
1832.3999,-2167.1563,13.3744,122.8
1842.6808,-2167.3235,13.3745,122.7
1853.4180,-2167.3860,13.3744,122.6
1864.1902,-2167.3997,13.3744,122.7
1874.2892,-2167.4124,13.3738,119.5
1884.0951,-2167.4285,13.3725,114.8
1893.8361,-2167.2295,13.3724,110.1
1902.9158,-2165.8027,13.3715,106.0
1911.6550,-2163.8896,13.3727,101.4
1919.8364,-2160.9468,13.4082,98.8
1927.1342,-2156.0339,13.5400,99.5
1933.8812,-2150.6326,13.5452,95.4
1940.2649,-2145.4275,13.5529,94.3
1945.9508,-2139.6050,13.5488,94.0
1955.3251,-2127.1296,13.5353,87.0
1965.0341,-2115.9536,13.3733,86.3
1978.1082,-2109.5449,13.3544,85.1
1992.8751,-2108.8242,13.3517,88.7
2008.8158,-2109.0879,13.3984,92.9
2016.8623,-2109.4192,13.4019,94.5
2024.8973,-2109.5779,13.3852,95.9
2033.0114,-2109.3723,13.3743,97.4
2041.6418,-2109.1282,13.3590,98.9
2050.4734,-2108.9270,13.3536,100.4
2058.8882,-2108.7637,13.3632,101.7
2067.7590,-2108.6025,13.3758,99.6
2076.3154,-2108.5269,13.3661,95.1
2084.4741,-2108.6418,13.3373,90.8
2099.3831,-2106.8049,13.2847,82.0
2109.7351,-2098.7090,13.5508,74.3
2118.1113,-2090.4915,13.5345,66.6
2124.8389,-2084.8699,14.3438,0.0
